AnimalID,Date,Temperature,ActivityScore,FeedingTime,MilkYield,AlertStatus,Month,Year,DayOfWeek
COW0826,2023-11-27 04:07:43.772754552,38.54,30,0.82,1.68,Normal,11,2023,Monday
COW0761,2023-11-27 07:38:00.696139228,39.12,30,0.69,2.57,Normal,11,2023,Monday
COW1055,2023-11-27 11:08:17.619523904,37.61,38,3.3,7.64,Normal,11,2023,Monday
COW0535,2023-11-27 14:38:34.542908584,39.11,58,1.41,3.82,Normal,11,2023,Monday
COW0426,2023-11-27 18:08:51.466293260,39.72,94,2.54,6.99,Alert,11,2023,Monday
COW1418,2023-11-27 21:39:08.389677936,38.71,41,2.05,5.18,Normal,11,2023,Monday
COW0672,2023-11-28 01:09:25.313062612,38.01,94,0.58,0.49,Normal,11,2023,Tuesday
COW0363,2023-11-28 04:39:42.236447288,38.62,57,0.64,-0.07,Normal,11,2023,Tuesday
COW1461,2023-11-28 08:09:59.159831968,37.97,36,3.39,9.03,Normal,11,2023,Tuesday
COW1694,2023-11-28 11:40:16.083216644,37.84,64,2.63,6.3,Normal,11,2023,Tuesday
COW1575,2023-11-28 15:10:33.006601320,39.05,98,2.33,5.62,Normal,11,2023,Tuesday
COW1951,2023-11-28 18:40:49.929985996,38.39,16,3.81,11.03,Normal,11,2023,Tuesday
COW0082,2023-11-28 22:11:06.853370676,39.46,88,1.11,1.83,Normal,11,2023,Tuesday
COW0356,2023-11-29 01:41:23.776755352,38.15,78,1.4,4.24,Normal,11,2023,Wednesday
COW1282,2023-11-29 05:11:40.700140028,38.23,90,3.15,7.14,Normal,11,2023,Wednesday
COW1742,2023-11-29 08:41:57.623524704,38.05,72,3.21,7.85,Normal,11,2023,Wednesday
COW0589,2023-11-29 12:12:14.546909384,37.6,14,1.92,3.71,Normal,11,2023,Wednesday
COW1548,2023-11-29 15:42:31.470294060,39.15,31,3.83,8.83,Normal,11,2023,Wednesday
COW0295,2023-11-29 19:12:48.393678736,40.25,66,3.78,9.86,Alert,11,2023,Wednesday
COW1986,2023-11-29 22:43:05.317063412,38.19,68,0.54,2.64,Normal,11,2023,Wednesday
COW1248,2023-11-30 02:13:22.240448088,37.96,65,1.1,3.17,Normal,11,2023,Thursday
COW1549,2023-11-30 05:43:39.163832768,37.9,55,3.37,8.73,Normal,11,2023,Thursday
COW1070,2023-11-30 09:13:56.087217444,37.96,84,1.67,6.72,Normal,11,2023,Thursday
COW1691,2023-11-30 12:44:13.010602120,39.82,78,0.83,2.64,Alert,11,2023,Thursday
COW1137,2023-11-30 16:14:29.933986796,37.93,40,3.25,7.19,Normal,11,2023,Thursday
COW1257,2023-11-30 19:44:46.857371476,38.03,25,2.09,3.54,Normal,11,2023,Thursday
COW0017,2023-11-30 23:15:03.780756152,37.51,25,2.22,5.93,Normal,11,2023,Thursday
COW0360,2023-12-01 02:45:20.704140828,38.73,3,1.15,1.47,Normal,12,2023,Friday
COW1247,2023-12-01 06:15:37.627525504,38.45,69,2.81,6.02,Normal,12,2023,Friday
COW0866,2023-12-01 09:45:54.550910184,37.59,26,2.43,6.38,Normal,12,2023,Friday
COW0700,2023-12-01 13:16:11.474294860,37.79,40,1.22,4.09,Normal,12,2023,Friday
COW0448,2023-12-01 16:46:28.397679536,39.73,38,1.69,3.94,Alert,12,2023,Friday
COW0856,2023-12-01 20:16:45.321064212,38.53,38,2.59,5.27,Normal,12,2023,Friday
COW0365,2023-12-01 23:47:02.244448892,38.58,68,3.74,9.2,Normal,12,2023,Friday
COW0675,2023-12-02 03:17:19.167833568,38.58,7,3.72,9.03,Normal,12,2023,Saturday
COW1008,2023-12-02 06:47:36.091218244,39.62,94,1.51,3.89,Alert,12,2023,Saturday
COW1350,2023-12-02 10:17:53.014602920,37.66,30,3.07,6.47,Normal,12,2023,Saturday
COW0467,2023-12-02 13:48:09.937987596,38.18,19,3.21,7.19,Normal,12,2023,Saturday
COW0414,2023-12-02 17:18:26.861372276,38.36,35,3.33,9.35,Normal,12,2023,Saturday
COW1479,2023-12-02 20:48:43.784756952,37.12,33,2.5,7.01,Normal,12,2023,Saturday
COW0586,2023-12-03 00:19:00.708141628,37.77,33,0.54,2.51,Normal,12,2023,Sunday
COW1257,2023-12-03 03:49:17.631526304,39.34,78,3.17,6.07,Normal,12,2023,Sunday
COW1248,2023-12-03 07:19:34.554910984,39.11,38,0.87,1.29,Normal,12,2023,Sunday
COW0994,2023-12-03 10:49:51.478295660,39.25,10,0.91,3.27,Normal,12,2023,Sunday
COW1855,2023-12-03 14:20:08.401680336,38.03,57,2.62,7.14,Normal,12,2023,Sunday
COW1436,2023-12-03 17:50:25.325065012,38.13,28,3.94,10.26,Normal,12,2023,Sunday
COW0572,2023-12-03 21:20:42.248449692,37.07,78,1.35,3.01,Normal,12,2023,Sunday
COW0335,2023-12-04 00:50:59.171834368,39.25,38,2.76,6.28,Normal,12,2023,Monday
COW1246,2023-12-04 04:21:16.095219044,39.38,16,1.56,3.93,Normal,12,2023,Monday
COW0037,2023-12-04 07:51:33.018603720,39.37,21,3.65,8.68,Normal,12,2023,Monday
COW0989,2023-12-04 11:21:49.941988400,39.78,92,2.58,6.98,Alert,12,2023,Monday
COW0278,2023-12-04 14:52:06.865373076,38.84,97,1.23,3.11,Normal,12,2023,Monday
COW1220,2023-12-04 18:22:23.788757752,39.75,6,1.42,2.58,Alert,12,2023,Monday
COW0916,2023-12-04 21:52:40.712142428,38.34,41,2.01,5.66,Normal,12,2023,Monday
COW1888,2023-12-05 01:22:57.635527104,37.09,15,0.93,3.58,Normal,12,2023,Tuesday
COW0484,2023-12-05 04:53:14.558911784,39.19,3,0.78,3.27,Normal,12,2023,Tuesday
COW1266,2023-12-05 08:23:31.482296460,37.06,43,2.88,7.87,Normal,12,2023,Tuesday
COW1348,2023-12-05 11:53:48.405681136,38.64,47,1.93,5.51,Normal,12,2023,Tuesday
COW0731,2023-12-05 15:24:05.329065812,39.26,99,3.04,6.44,Normal,12,2023,Tuesday
COW0192,2023-12-05 18:54:22.252450492,38.76,14,0.89,1.55,Normal,12,2023,Tuesday
COW1041,2023-12-05 22:24:39.175835168,40.32,66,2.63,6.41,Alert,12,2023,Tuesday
COW0524,2023-12-06 01:54:56.099219844,36.93,29,2.05,5.72,Normal,12,2023,Wednesday
COW0918,2023-12-06 05:25:13.022604520,38.43,4,0.7,1.15,Normal,12,2023,Wednesday
COW0401,2023-12-06 08:55:29.945989200,38.51,26,2.41,5.72,Normal,12,2023,Wednesday
COW1930,2023-12-06 12:25:46.869373876,37.42,12,0.79,2.53,Normal,12,2023,Wednesday
COW0886,2023-12-06 15:56:03.792758552,37.58,2,3.4,8.64,Normal,12,2023,Wednesday
COW0705,2023-12-06 19:26:20.716143228,37.82,17,2.71,7.11,Normal,12,2023,Wednesday
COW0022,2023-12-06 22:56:37.639527904,37.62,35,2.45,5.35,Normal,12,2023,Wednesday
COW0474,2023-12-07 02:26:54.562912584,38.41,10,0.97,2.1,Normal,12,2023,Thursday
COW1144,2023-12-07 05:57:11.486297260,38.02,86,1.51,3.31,Normal,12,2023,Thursday
COW0210,2023-12-07 09:27:28.409681936,38.75,43,2.23,5.57,Normal,12,2023,Thursday
COW0306,2023-12-07 12:57:45.333066612,39.02,21,2.72,6.37,Normal,12,2023,Thursday
COW1294,2023-12-07 16:28:02.256451292,38.97,15,1.14,2.28,Normal,12,2023,Thursday
COW0704,2023-12-07 19:58:19.179835968,38.17,35,0.53,1.45,Normal,12,2023,Thursday
COW0687,2023-12-07 23:28:36.103220644,38.73,85,1.71,6.37,Normal,12,2023,Thursday
COW0285,2023-12-08 02:58:53.026605320,39.33,85,2.19,6.06,Normal,12,2023,Friday
COW0716,2023-12-08 06:29:09.949990000,38.86,85,1.15,1.09,Normal,12,2023,Friday
COW1700,2023-12-08 09:59:26.873374676,39.99,60,2.22,5.9,Alert,12,2023,Friday
COW0763,2023-12-08 13:29:43.796759352,39.29,44,1.68,3.69,Normal,12,2023,Friday
COW1251,2023-12-08 17:00:00.720144028,39.87,96,2.09,4.28,Alert,12,2023,Friday
COW0948,2023-12-08 20:30:17.643528708,36.51,5,1.72,5.0,Normal,12,2023,Friday
COW0381,2023-12-09 00:00:34.566913384,38.58,73,2.7,6.83,Normal,12,2023,Saturday
COW0460,2023-12-09 03:30:51.490298060,38.24,18,0.65,4.11,Normal,12,2023,Saturday
COW1031,2023-12-09 07:01:08.413682736,38.4,21,1.1,2.64,Normal,12,2023,Saturday
COW0029,2023-12-09 10:31:25.337067412,37.86,72,2.01,4.8,Normal,12,2023,Saturday
COW0907,2023-12-09 14:01:42.260452092,38.82,98,1.75,5.57,Normal,12,2023,Saturday
COW1057,2023-12-09 17:31:59.183836768,37.05,74,1.87,4.7,Normal,12,2023,Saturday
COW1670,2023-12-09 21:02:16.107221444,38.82,51,3.31,7.22,Normal,12,2023,Saturday
COW0879,2023-12-10 00:32:33.030606120,37.88,41,3.6,8.12,Normal,12,2023,Sunday
COW0079,2023-12-10 04:02:49.953990800,38.1,24,1.37,3.1,Normal,12,2023,Sunday
COW1952,2023-12-10 07:33:06.877375476,38.85,24,3.43,9.23,Normal,12,2023,Sunday
COW0947,2023-12-10 11:03:23.800760152,38.56,96,2.11,6.55,Normal,12,2023,Sunday
COW0459,2023-12-10 14:33:40.724144828,39.34,97,1.46,4.45,Normal,12,2023,Sunday
COW0570,2023-12-10 18:03:57.647529508,37.72,38,3.95,10.44,Normal,12,2023,Sunday
COW1562,2023-12-10 21:34:14.570914184,38.44,44,3.39,9.57,Normal,12,2023,Sunday
COW1506,2023-12-11 01:04:31.494298860,39.21,57,3.98,10.57,Normal,12,2023,Monday
COW1454,2023-12-11 04:34:48.417683536,38.79,59,1.09,1.82,Normal,12,2023,Monday
COW0738,2023-12-11 08:05:05.341068216,38.84,34,1.0,2.28,Normal,12,2023,Monday
COW1309,2023-12-11 11:35:22.264452892,39.39,75,2.26,5.13,Normal,12,2023,Monday
COW0516,2023-12-11 15:05:39.187837568,38.18,95,2.74,8.11,Normal,12,2023,Monday
COW1123,2023-12-11 18:35:56.111222244,38.01,82,1.1,1.8,Normal,12,2023,Monday
COW0397,2023-12-11 22:06:13.034606920,38.96,23,3.51,7.84,Normal,12,2023,Monday
COW1513,2023-12-12 01:36:29.957991600,38.38,86,2.36,6.07,Normal,12,2023,Tuesday
COW0039,2023-12-12 05:06:46.881376276,39.4,43,1.94,6.78,Normal,12,2023,Tuesday
COW1295,2023-12-12 08:37:03.804760952,38.8,82,2.61,7.26,Normal,12,2023,Tuesday
COW0887,2023-12-12 12:07:20.728145628,38.0,40,2.72,7.84,Normal,12,2023,Tuesday
COW0797,2023-12-12 15:37:37.651530308,38.77,47,0.65,0.52,Normal,12,2023,Tuesday
COW0157,2023-12-12 19:07:54.574914984,37.78,41,4.0,10.67,Normal,12,2023,Tuesday
COW1099,2023-12-12 22:38:11.498299660,39.26,47,1.77,3.31,Normal,12,2023,Tuesday
COW0884,2023-12-13 02:08:28.421684336,37.38,20,0.72,2.53,Normal,12,2023,Wednesday
COW1824,2023-12-13 05:38:45.345069016,39.48,77,3.48,7.13,Normal,12,2023,Wednesday
COW1154,2023-12-13 09:09:02.268453692,38.76,65,3.98,9.61,Normal,12,2023,Wednesday
COW1711,2023-12-13 12:39:19.191838368,38.37,68,3.36,6.35,Normal,12,2023,Wednesday
COW0974,2023-12-13 16:09:36.115223044,39.11,24,3.48,7.82,Normal,12,2023,Wednesday
COW1108,2023-12-13 19:39:53.038607720,38.91,36,2.69,5.3,Normal,12,2023,Wednesday
COW1046,2023-12-13 23:10:09.961992400,39.56,45,3.73,9.98,Alert,12,2023,Wednesday
COW1483,2023-12-14 02:40:26.885377076,39.56,2,0.63,1.67,Alert,12,2023,Thursday
COW1563,2023-12-14 06:10:43.808761752,38.78,28,3.18,7.48,Normal,12,2023,Thursday
COW1731,2023-12-14 09:41:00.732146428,37.8,26,2.85,7.24,Normal,12,2023,Thursday
COW0849,2023-12-14 13:11:17.655531108,38.07,23,0.67,0.84,Normal,12,2023,Thursday
COW1406,2023-12-14 16:41:34.578915784,38.44,79,2.4,6.32,Normal,12,2023,Thursday
COW0748,2023-12-14 20:11:51.502300460,39.37,36,2.3,5.67,Normal,12,2023,Thursday
COW1464,2023-12-14 23:42:08.425685136,38.13,91,2.92,9.58,Normal,12,2023,Thursday
COW1628,2023-12-15 03:12:25.349069816,38.2,6,0.77,3.56,Normal,12,2023,Friday
COW0989,2023-12-15 06:42:42.272454492,39.98,35,3.32,9.24,Alert,12,2023,Friday
COW0021,2023-12-15 10:12:59.195839168,38.42,38,0.99,2.77,Normal,12,2023,Friday
COW0303,2023-12-15 13:43:16.119223844,37.99,35,1.97,5.35,Normal,12,2023,Friday
COW2000,2023-12-15 17:13:33.042608524,39.12,74,3.58,10.19,Normal,12,2023,Friday
COW0869,2023-12-15 20:43:49.965993200,38.46,94,2.46,6.44,Normal,12,2023,Friday
COW1979,2023-12-16 00:14:06.889377876,37.39,53,1.83,4.92,Normal,12,2023,Saturday
COW0084,2023-12-16 03:44:23.812762552,39.33,38,0.67,1.1,Normal,12,2023,Saturday
COW1798,2023-12-16 07:14:40.736147228,37.9,93,2.85,6.44,Normal,12,2023,Saturday
COW1683,2023-12-16 10:44:57.659531908,38.53,59,3.95,9.77,Normal,12,2023,Saturday
COW1977,2023-12-16 14:15:14.582916584,38.45,43,3.69,6.61,Normal,12,2023,Saturday
COW1477,2023-12-16 17:45:31.506301260,38.68,4,3.01,7.5,Normal,12,2023,Saturday
COW1411,2023-12-16 21:15:48.429685936,36.75,5,0.87,1.93,Normal,12,2023,Saturday
COW1531,2023-12-17 00:46:05.353070616,38.23,68,1.34,4.23,Normal,12,2023,Sunday
COW1281,2023-12-17 04:16:22.276455292,39.4,45,1.15,4.1,Normal,12,2023,Sunday
COW0570,2023-12-17 07:46:39.199839968,39.51,80,1.74,6.92,Alert,12,2023,Sunday
COW1916,2023-12-17 11:16:56.123224644,37.71,25,1.32,3.88,Normal,12,2023,Sunday
COW0934,2023-12-17 14:47:13.046609324,39.24,78,1.36,3.55,Normal,12,2023,Sunday
COW1551,2023-12-17 18:17:29.969994000,37.89,11,2.66,6.08,Normal,12,2023,Sunday
COW1186,2023-12-17 21:47:46.893378676,38.2,29,1.62,3.0,Normal,12,2023,Sunday
COW1981,2023-12-18 01:18:03.816763352,38.24,34,2.87,8.09,Normal,12,2023,Monday
COW1187,2023-12-18 04:48:20.740148028,38.59,86,3.82,9.52,Normal,12,2023,Monday
COW1856,2023-12-18 08:18:37.663532708,39.3,14,2.73,7.25,Normal,12,2023,Monday
COW1009,2023-12-18 11:48:54.586917384,38.71,24,3.13,7.84,Normal,12,2023,Monday
COW0793,2023-12-18 15:19:11.510302060,38.4,59,3.13,7.87,Normal,12,2023,Monday
COW0792,2023-12-18 18:49:28.433686736,39.27,39,1.66,4.37,Normal,12,2023,Monday
COW1548,2023-12-18 22:19:45.357071416,37.86,26,0.55,1.8,Normal,12,2023,Monday
COW1810,2023-12-19 01:50:02.280456092,38.44,43,0.69,2.67,Normal,12,2023,Tuesday
COW1295,2023-12-19 05:20:19.203840768,39.3,36,1.49,2.49,Normal,12,2023,Tuesday
COW0492,2023-12-19 08:50:36.127225444,38.92,39,2.91,7.86,Normal,12,2023,Tuesday
COW0208,2023-12-19 12:20:53.050610124,38.13,61,3.67,7.89,Normal,12,2023,Tuesday
COW1563,2023-12-19 15:51:09.973994800,37.29,16,3.86,10.35,Normal,12,2023,Tuesday
COW1608,2023-12-19 19:21:26.897379476,38.75,59,0.59,1.8,Normal,12,2023,Tuesday
COW1084,2023-12-19 22:51:43.820764152,37.24,96,3.97,9.85,Normal,12,2023,Tuesday
COW0430,2023-12-20 02:22:00.744148832,38.33,6,1.63,4.04,Normal,12,2023,Wednesday
COW0985,2023-12-20 05:52:17.667533508,39.44,98,3.45,8.76,Normal,12,2023,Wednesday
COW1681,2023-12-20 09:22:34.590918184,38.98,56,1.13,3.92,Normal,12,2023,Wednesday
COW1629,2023-12-20 12:52:51.514302860,36.88,8,0.72,2.8,Normal,12,2023,Wednesday
COW1333,2023-12-20 16:23:08.437687536,38.66,94,1.82,5.44,Normal,12,2023,Wednesday
COW0520,2023-12-20 19:53:25.361072216,38.24,27,3.51,7.43,Normal,12,2023,Wednesday
COW0591,2023-12-20 23:23:42.284456892,37.48,71,1.27,3.75,Normal,12,2023,Wednesday
COW1051,2023-12-21 02:53:59.207841568,38.77,27,1.04,0.2,Normal,12,2023,Thursday
COW1710,2023-12-21 06:24:16.131226244,38.11,89,3.68,7.07,Normal,12,2023,Thursday
COW1586,2023-12-21 09:54:33.054610924,38.11,46,3.78,10.57,Normal,12,2023,Thursday
COW0199,2023-12-21 13:24:49.977995600,38.6,41,0.54,-0.1,Normal,12,2023,Thursday
COW0387,2023-12-21 16:55:06.901380276,38.0,79,3.05,7.45,Normal,12,2023,Thursday
COW0349,2023-12-21 20:25:23.824764952,38.58,25,1.58,5.35,Normal,12,2023,Thursday
COW0960,2023-12-21 23:55:40.748149632,38.03,86,1.81,5.11,Normal,12,2023,Thursday
COW1964,2023-12-22 03:25:57.671534308,38.07,18,2.14,5.72,Normal,12,2023,Friday
COW0693,2023-12-22 06:56:14.594918984,39.29,12,1.99,4.92,Normal,12,2023,Friday
COW1560,2023-12-22 10:26:31.518303660,39.38,87,2.3,5.88,Normal,12,2023,Friday
COW1852,2023-12-22 13:56:48.441688340,37.13,51,2.54,5.72,Normal,12,2023,Friday
COW0378,2023-12-22 17:27:05.365073016,39.1,39,2.13,4.85,Normal,12,2023,Friday
COW0899,2023-12-22 20:57:22.288457692,39.62,89,2.96,7.49,Alert,12,2023,Friday
COW0916,2023-12-23 00:27:39.211842368,39.75,10,3.02,7.78,Alert,12,2023,Saturday
COW1582,2023-12-23 03:57:56.135227044,38.92,94,2.04,4.94,Normal,12,2023,Saturday
COW0527,2023-12-23 07:28:13.058611724,37.65,74,1.0,0.26,Normal,12,2023,Saturday
COW1177,2023-12-23 10:58:29.981996400,39.0,98,2.74,8.41,Normal,12,2023,Saturday
COW0734,2023-12-23 14:28:46.905381076,37.8,77,3.21,8.96,Normal,12,2023,Saturday
COW0206,2023-12-23 17:59:03.828765752,38.23,54,2.73,6.62,Normal,12,2023,Saturday
COW0455,2023-12-23 21:29:20.752150432,38.81,29,2.56,7.37,Normal,12,2023,Saturday
COW1297,2023-12-24 00:59:37.675535108,37.86,41,1.3,2.89,Normal,12,2023,Sunday
COW1918,2023-12-24 04:29:54.598919784,37.58,9,2.76,7.22,Normal,12,2023,Sunday
COW1260,2023-12-24 08:00:11.522304460,38.87,63,1.67,2.25,Normal,12,2023,Sunday
COW1876,2023-12-24 11:30:28.445689140,39.99,77,3.72,9.56,Alert,12,2023,Sunday
COW1764,2023-12-24 15:00:45.369073816,39.49,37,2.79,6.69,Normal,12,2023,Sunday
COW0521,2023-12-24 18:31:02.292458492,39.07,14,1.47,3.89,Normal,12,2023,Sunday
COW1702,2023-12-24 22:01:19.215843168,39.28,73,2.16,7.11,Normal,12,2023,Sunday
COW1968,2023-12-25 01:31:36.139227844,39.01,72,3.46,8.63,Normal,12,2023,Monday
COW1017,2023-12-25 05:01:53.062612524,38.86,39,1.67,3.72,Normal,12,2023,Monday
COW0956,2023-12-25 08:32:09.985997200,39.22,40,2.34,5.4,Normal,12,2023,Monday
COW1855,2023-12-25 12:02:26.909381876,37.41,54,2.88,5.78,Normal,12,2023,Monday
COW0726,2023-12-25 15:32:43.832766552,38.66,3,3.14,8.25,Normal,12,2023,Monday
COW1014,2023-12-25 19:03:00.756151232,38.44,55,1.11,3.31,Normal,12,2023,Monday
COW0501,2023-12-25 22:33:17.679535908,38.56,33,2.48,6.27,Normal,12,2023,Monday
COW0117,2023-12-26 02:03:34.602920584,38.13,96,3.69,10.14,Normal,12,2023,Tuesday
COW0386,2023-12-26 05:33:51.526305260,38.92,71,3.89,10.65,Normal,12,2023,Tuesday
COW1368,2023-12-26 09:04:08.449689940,37.85,19,2.8,7.07,Normal,12,2023,Tuesday
COW0584,2023-12-26 12:34:25.373074616,38.07,34,3.94,10.44,Normal,12,2023,Tuesday
COW0395,2023-12-26 16:04:42.296459292,37.98,78,2.5,8.42,Normal,12,2023,Tuesday
COW1088,2023-12-26 19:34:59.219843968,39.19,50,2.05,4.3,Normal,12,2023,Tuesday
COW1741,2023-12-26 23:05:16.143228648,38.49,47,2.43,6.85,Normal,12,2023,Tuesday
COW0721,2023-12-27 02:35:33.066613324,38.13,46,0.9,2.34,Normal,12,2023,Wednesday
COW0072,2023-12-27 06:05:49.989998000,38.2,56,1.91,5.82,Normal,12,2023,Wednesday
COW1813,2023-12-27 09:36:06.913382676,38.5,57,2.1,4.46,Normal,12,2023,Wednesday
COW0274,2023-12-27 13:06:23.836767352,39.8,83,3.47,8.88,Alert,12,2023,Wednesday
COW1344,2023-12-27 16:36:40.760152032,37.51,51,3.16,7.22,Normal,12,2023,Wednesday
COW0338,2023-12-27 20:06:57.683536708,39.04,54,2.6,4.73,Normal,12,2023,Wednesday
COW1390,2023-12-27 23:37:14.606921384,38.88,90,1.72,5.7,Normal,12,2023,Wednesday
COW1519,2023-12-28 03:07:31.530306060,37.79,81,1.15,2.44,Normal,12,2023,Thursday
COW0607,2023-12-28 06:37:48.453690740,39.67,28,1.72,3.46,Alert,12,2023,Thursday
COW0166,2023-12-28 10:08:05.377075416,38.93,19,2.88,6.62,Normal,12,2023,Thursday
COW1568,2023-12-28 13:38:22.300460092,38.09,27,1.42,5.37,Normal,12,2023,Thursday
COW0011,2023-12-28 17:08:39.223844768,37.01,48,1.99,6.29,Normal,12,2023,Thursday
COW1325,2023-12-28 20:38:56.147229448,38.68,19,1.85,4.41,Normal,12,2023,Thursday
COW0729,2023-12-29 00:09:13.070614124,38.46,97,3.18,8.81,Normal,12,2023,Friday
COW0801,2023-12-29 03:39:29.993998800,37.68,51,3.59,7.9,Normal,12,2023,Friday
COW0102,2023-12-29 07:09:46.917383476,37.67,7,2.95,7.9,Normal,12,2023,Friday
COW1449,2023-12-29 10:40:03.840768156,39.19,29,1.7,3.82,Normal,12,2023,Friday
COW1416,2023-12-29 14:10:20.764152832,36.94,43,2.02,5.49,Normal,12,2023,Friday
COW0779,2023-12-29 17:40:37.687537508,38.75,69,1.0,1.13,Normal,12,2023,Friday
COW0214,2023-12-29 21:10:54.610922184,38.35,94,1.09,2.13,Normal,12,2023,Friday
COW1715,2023-12-30 00:41:11.534306860,38.9,58,1.08,2.88,Normal,12,2023,Saturday
COW1112,2023-12-30 04:11:28.457691540,38.26,8,0.96,2.57,Normal,12,2023,Saturday
COW1577,2023-12-30 07:41:45.381076216,38.73,42,1.13,1.36,Normal,12,2023,Saturday
COW0401,2023-12-30 11:12:02.304460892,37.91,76,1.21,2.05,Normal,12,2023,Saturday
COW0588,2023-12-30 14:42:19.227845568,38.46,42,0.89,2.65,Normal,12,2023,Saturday
COW0889,2023-12-30 18:12:36.151230248,38.89,13,2.74,7.16,Normal,12,2023,Saturday
COW1070,2023-12-30 21:42:53.074614924,38.62,26,3.97,10.58,Normal,12,2023,Saturday
COW1696,2023-12-31 01:13:09.997999600,38.8,18,3.58,9.14,Normal,12,2023,Sunday
COW1487,2023-12-31 04:43:26.921384276,37.76,42,0.66,0.6,Normal,12,2023,Sunday
COW0592,2023-12-31 08:13:43.844768956,38.03,51,1.98,4.6,Normal,12,2023,Sunday
COW1334,2023-12-31 11:44:00.768153632,38.04,84,3.51,9.31,Normal,12,2023,Sunday
COW1110,2023-12-31 15:14:17.691538308,38.28,16,0.97,1.42,Normal,12,2023,Sunday
COW0092,2023-12-31 18:44:34.614922984,39.59,3,3.47,7.55,Alert,12,2023,Sunday
COW1684,2023-12-31 22:14:51.538307660,38.22,91,2.57,6.12,Normal,12,2023,Sunday
COW0673,2024-01-01 01:45:08.461692340,37.59,79,3.76,9.67,Normal,1,2024,Monday
COW0714,2024-01-01 05:15:25.385077016,38.93,98,3.57,7.08,Normal,1,2024,Monday
COW0936,2024-01-01 08:45:42.308461692,39.58,45,2.87,6.93,Alert,1,2024,Monday
COW1952,2024-01-01 12:15:59.231846368,37.49,22,2.8,7.52,Normal,1,2024,Monday
COW0242,2024-01-01 15:46:16.155231048,40.08,23,1.25,3.84,Alert,1,2024,Monday
COW1889,2024-01-01 19:16:33.078615724,38.83,59,0.91,1.27,Normal,1,2024,Monday
COW0002,2024-01-01 22:46:50.002000400,39.33,62,1.95,5.25,Normal,1,2024,Monday
COW0225,2024-01-02 02:17:06.925385076,39.67,68,1.15,3.87,Alert,1,2024,Tuesday
COW0801,2024-01-02 05:47:23.848769756,39.28,54,0.86,2.76,Normal,1,2024,Tuesday
COW1769,2024-01-02 09:17:40.772154432,38.41,57,1.56,3.49,Normal,1,2024,Tuesday
COW1997,2024-01-02 12:47:57.695539108,39.47,23,3.51,6.39,Normal,1,2024,Tuesday
COW1950,2024-01-02 16:18:14.618923784,38.7,60,0.56,1.61,Normal,1,2024,Tuesday
COW1953,2024-01-02 19:48:31.542308464,39.37,73,1.52,5.38,Normal,1,2024,Tuesday
COW0589,2024-01-02 23:18:48.465693140,39.46,88,1.98,5.77,Normal,1,2024,Tuesday
COW0116,2024-01-03 02:49:05.389077816,37.63,85,2.29,6.48,Normal,1,2024,Wednesday
COW1690,2024-01-03 06:19:22.312462492,39.14,55,1.14,3.02,Normal,1,2024,Wednesday
COW0918,2024-01-03 09:49:39.235847168,38.35,80,3.87,10.57,Normal,1,2024,Wednesday
COW1127,2024-01-03 13:19:56.159231848,38.61,63,2.53,6.63,Normal,1,2024,Wednesday
COW0194,2024-01-03 16:50:13.082616524,38.6,56,2.33,4.08,Normal,1,2024,Wednesday
COW1190,2024-01-03 20:20:30.006001200,38.57,55,0.53,2.22,Normal,1,2024,Wednesday
COW0871,2024-01-03 23:50:46.929385876,39.72,25,2.2,4.64,Alert,1,2024,Wednesday
COW0090,2024-01-04 03:21:03.852770556,37.41,26,3.43,8.64,Normal,1,2024,Thursday
COW1710,2024-01-04 06:51:20.776155232,37.12,49,1.27,3.91,Normal,1,2024,Thursday
COW0122,2024-01-04 10:21:37.699539908,36.95,63,1.73,3.58,Normal,1,2024,Thursday
COW0143,2024-01-04 13:51:54.622924584,39.36,45,0.57,0.44,Normal,1,2024,Thursday
COW0994,2024-01-04 17:22:11.546309264,37.88,73,3.92,10.28,Normal,1,2024,Thursday
COW0106,2024-01-04 20:52:28.469693940,38.61,79,0.73,0.71,Normal,1,2024,Thursday
COW0887,2024-01-05 00:22:45.393078616,38.41,39,3.64,8.91,Normal,1,2024,Friday
COW0428,2024-01-05 03:53:02.316463292,37.79,97,1.6,5.13,Normal,1,2024,Friday
COW1329,2024-01-05 07:23:19.239847968,39.18,65,2.56,8.03,Normal,1,2024,Friday
COW1896,2024-01-05 10:53:36.163232648,38.4,69,2.88,5.42,Normal,1,2024,Friday
COW1995,2024-01-05 14:23:53.086617324,38.31,56,0.99,2.26,Normal,1,2024,Friday
COW0317,2024-01-05 17:54:10.010002000,38.69,9,2.05,6.4,Normal,1,2024,Friday
COW1987,2024-01-05 21:24:26.933386676,39.08,70,1.64,3.7,Normal,1,2024,Friday
COW0635,2024-01-06 00:54:43.856771356,37.73,28,0.7,2.54,Normal,1,2024,Saturday
COW1926,2024-01-06 04:25:00.780156032,39.2,45,3.42,9.42,Normal,1,2024,Saturday
COW0009,2024-01-06 07:55:17.703540708,39.66,26,0.66,1.04,Alert,1,2024,Saturday
COW0774,2024-01-06 11:25:34.626925384,37.36,28,2.79,7.4,Normal,1,2024,Saturday
COW1097,2024-01-06 14:55:51.550310064,38.72,40,1.6,4.49,Normal,1,2024,Saturday
